PolicyNumber,TotalPremium
TXFB-104318,3306.03
TXFB-104319,694.62
TXFB-104320,1076.88
TXFB-104321,705.58
TXFB-104322,3103.98
TXFB-104323,2877.76
TXFB-104324,2223.93
TXFB-104325,750.99
TXFB-104326,1319.94
TXFB-104327,1393.16
TXFB-104328,2182.23
TXFB-104329,1274.13
TXFB-104330,718.88
TXFB-104331,2692.29
TXFB-104332,1397.24
TXFB-104333,1857.12
TXFB-104334,883.0
TXFB-104335,2907.64
TXFB-104336,2196.6
TXFB-104337,3204.76
TXFB-104338,1986.41
TXFB-104339,3324.28
TXFB-104340,3175.6
TXFB-104341,2229.38
TXFB-104342,3301.68
TXFB-104343,1469.27
TXFB-104344,1596.93
TXFB-104345,636.43
TXFB-104346,2267.6
TXFB-104347,2665.77
TXFB-104348,2820.56
TXFB-104349,949.45
TXFB-104350,1832.48
TXFB-104351,1030.59
TXFB-104352,2486.38
TXFB-104353,973.84
TXFB-104354,3212.49
TXFB-104355,1191.9
TXFB-104356,1374.21
TXFB-104357,3052.72
TXFB-104358,1875.4
TXFB-104359,571.99
TXFB-104360,1983.76
TXFB-104361,753.63
TXFB-104362,3456.03
TXFB-104363,2264.33
TXFB-104364,1269.6
TXFB-104365,2148.444719751908
TXFB-104366,730.6
TXFB-104367,2899.67
TXFB-104368,3275.98
TXFB-104369,3123.33
TXFB-104370,1525.27
TXFB-104371,1477.3
TXFB-104372,605.26
TXFB-104373,2454.2
TXFB-104374,2104.71
TXFB-104375,1878.04
TXFB-104376,3222.89
TXFB-104377,1003.64
TXFB-104378,529.0
TXFB-104379,685.5768236512874
TXFB-104380,1170.11
TXFB-104381,599.86
TXFB-104382,2008.53
TXFB-104383,1442.27
TXFB-104384,1041.45
TXFB-104385,2750.25
TXFB-104386,1113.35
TXFB-104387,2562.82
TXFB-104388,1547.79
TXFB-104389,2035.48
TXFB-104390,3218.973332773843
TXFB-104391,612.05
TXFB-104392,1910.507926876507
TXFB-104393,3063.27
TXFB-104394,2263.92
TXFB-104395,1330.61
TXFB-104396,1693.04
TXFB-104397,2540.8
TXFB-104398,3172.44
TXFB-104399,623.2
TXFB-104400,714.62
TXFB-104401,1475.15
TXFB-104402,1198.34
TXFB-104403,1294.79
TXFB-104404,1163.81
TXFB-104405,1087.48
TXFB-104406,891.87
TXFB-104407,3301.86
TXFB-104408,932.57
TXFB-104409,1113.21
TXFB-104410,1238.8
TXFB-104411,3299.04
TXFB-104412,2767.14
TXFB-104413,2869.1
TXFB-104414,814.27
TXFB-104415,3008.93
TXFB-104416,1724.58
TXFB-104417,1288.47
TXFB-104418,2227.25
TXFB-104419,2966.55
TXFB-104420,2835.96
TXFB-104421,3169.99
TXFB-104422,3284.4
TXFB-104423,1214.37
TXFB-104424,1771.57
TXFB-104425,543.89
TXFB-104426,3137.96
TXFB-104427,963.72
TXFB-104428,3084.42
TXFB-104429,1488.16
TXFB-104430,1604.4
TXFB-104431,617.4
TXFB-104432,1480.64
TXFB-104433,3165.09
TXFB-104434,576.64
TXFB-104435,1718.98
TXFB-104436,594.2
TXFB-104437,1612.77
TXFB-104438,1017.92
TXFB-104439,1256.66
TXFB-104440,3132.8
TXFB-104441,1808.15
TXFB-104442,1321.39
TXFB-104443,2268.02
TXFB-104444,926.32
TXFB-104445,1278.17
TXFB-104446,2138.74
TXFB-104447,1212.57
TXFB-104448,2537.38
TXFB-104449,1974.47
TXFB-104450,2815.97
TXFB-104451,3344.73
TXFB-104452,847.41
TXFB-104453,1504.0
TXFB-104454,1458.65
TXFB-104455,953.55
TXFB-104456,2930.91
TXFB-104457,2779.64
TXFB-104458,1953.28
TXFB-104459,2113.31
TXFB-104460,678.63
TXFB-104461,2166.52
TXFB-104462,2874.02
TXFB-104463,2221.48
TXFB-104464,1295.92
TXFB-104465,2502.64
TXFB-104466,1584.47
TXFB-104467,2134.62
TXFB-104468,1962.7
TXFB-104469,1643.53
TXFB-104470,2656.63
TXFB-104471,3151.63
TXFB-104472,456.79285077695624
TXFB-104473,3300.85
TXFB-104474,2034.55
TXFB-104475,2602.2
TXFB-104476,3066.87
TXFB-104477,1901.31
TXFB-104478,3004.92
TXFB-104479,1032.86
TXFB-104480,977.5
TXFB-104481,2472.41
TXFB-104482,3110.43
TXFB-104483,3177.28
TXFB-104484,2431.22
TXFB-104485,2076.47
TXFB-104486,1494.18
TXFB-104487,3440.0
TXFB-104488,1459.09
TXFB-104489,2732.56
TXFB-104490,2037.6227598684256
TXFB-104491,2325.54
TXFB-104492,1680.44
TXFB-104493,3394.47
TXFB-104494,2215.05
TXFB-104495,3238.1752675166854
TXFB-104496,522.77
TXFB-104497,2218.01
TXFB-104498,2651.56
TXFB-104499,2735.24
TXFB-104500,3214.93
TXFB-104501,513.2
TXFB-104502,500.99
TXFB-104503,1916.79
TXFB-104504,587.88
TXFB-104505,3423.6
TXFB-104506,1166.2
TXFB-104507,1917.99
TXFB-104508,683.41
TXFB-104509,2066.15
TXFB-104510,1639.87
TXFB-104511,633.98
TXFB-104512,1505.37
TXFB-104513,1674.31
TXFB-104514,3469.76
TXFB-104515,1123.66
TXFB-104516,2134.34
TXFB-104517,3461.95
TXFB-104518,2876.06
TXFB-104519,3480.1
TXFB-104520,3404.89
TXFB-104521,1968.62
TXFB-104522,2589.13
TXFB-104523,831.33
TXFB-104524,1823.45
TXFB-104525,2927.06
TXFB-104526,2016.01
TXFB-104527,2608.1
TXFB-104528,2737.25
TXFB-104529,1260.41
TXFB-104530,3127.1
TXFB-104531,1879.47
TXFB-104532,1130.56
TXFB-104533,3096.25
TXFB-104534,1753.46
TXFB-104535,2750.94
TXFB-104536,2144.1
TXFB-104537,1645.62
TXFB-104538,2929.63
TXFB-104539,2253.41
TXFB-104540,1671.69
TXFB-104541,812.8539730282176
TXFB-104542,3186.34
TXFB-104543,606.41
TXFB-104544,3089.56
TXFB-104545,1579.88
TXFB-104546,2418.02
TXFB-104547,3266.6
TXFB-104548,955.12
TXFB-104549,2200.85
TXFB-104550,2793.3
TXFB-104551,2772.75
TXFB-104552,2076.9
TXFB-104553,2374.22
TXFB-104554,2772.58
TXFB-104555,3023.08
TXFB-104556,2785.44
TXFB-104557,1562.01
TXFB-104558,3490.18
TXFB-104559,1803.51
TXFB-104560,573.39
TXFB-104561,1587.85
TXFB-104562,883.35
TXFB-104563,864.33
TXFB-104564,1344.61
TXFB-104565,660.13
TXFB-104566,2565.54
TXFB-104567,721.97
TXFB-104568,1109.87
TXFB-104569,778.7
TXFB-104570,689.5
TXFB-104571,1303.25
TXFB-104572,2215.7
TXFB-104573,3338.516485296822
TXFB-104574,3126.67
TXFB-104575,3127.8
TXFB-104576,1028.2
TXFB-104577,1294.72
TXFB-104578,729.18
TXFB-104579,2835.41
TXFB-104580,709.45
TXFB-104581,2170.09
TXFB-104582,1243.63
TXFB-104583,1230.34
TXFB-104584,3472.18
TXFB-104585,2770.34
TXFB-104586,3010.82
TXFB-104587,2215.95
TXFB-104588,3113.04
TXFB-104589,2436.47
TXFB-104590,3338.52
TXFB-104591,1344.02
TXFB-104592,2285.96
TXFB-104593,2570.39
TXFB-104594,1678.81
TXFB-104595,3139.12
TXFB-104596,3439.41
TXFB-104597,1981.31
TXFB-104598,1671.92
TXFB-104599,1915.81
TXFB-104600,3058.21
TXFB-104601,2436.41
TXFB-104602,634.32
TXFB-104603,2126.51
TXFB-104604,551.9
TXFB-104605,2835.61
TXFB-104606,1484.94
TXFB-104607,1916.02
TXFB-104608,2896.03
TXFB-104609,639.35
TXFB-104610,975.62
TXFB-104611,1693.88
TXFB-104612,1189.78
TXFB-104613,1513.7
TXFB-104614,3494.52
TXFB-104615,2976.24
TXFB-104616,3151.71
TXFB-104617,3311.16
TXFB-104618,1522.81
TXFB-104619,1391.23
TXFB-104620,1202.19
TXFB-104621,2990.35
TXFB-104622,2538.66
TXFB-104623,1208.52
TXFB-104624,1630.98
TXFB-104625,2020.14
TXFB-104626,2084.42
TXFB-104627,3166.18
TXFB-104628,1641.7
TXFB-104629,3225.57
TXFB-104630,1824.1
TXFB-104631,2739.12
TXFB-104632,3290.76
TXFB-104633,3222.73
TXFB-104634,670.86
TXFB-104635,1117.11
TXFB-104636,1930.72
TXFB-104637,1794.66
TXFB-104638,2422.67
TXFB-104639,3334.13
TXFB-104640,837.21
TXFB-104641,1783.993656156224
TXFB-104642,1077.23
TXFB-104643,3182.32
TXFB-104644,3393.74
TXFB-104645,1936.11
TXFB-104646,812.03
TXFB-104647,2855.88
TXFB-104648,2591.42
TXFB-104649,1564.01
TXFB-104650,3162.22
TXFB-104651,3427.5
TXFB-104652,2173.56
TXFB-104653,2197.18
TXFB-104654,1392.54
TXFB-104655,2253.52
TXFB-104656,1818.93
TXFB-104657,1406.57
TXFB-104658,701.56
TXFB-104659,1258.12
TXFB-104660,1093.56
TXFB-104661,2126.13
TXFB-104662,2305.01
TXFB-104663,2325.72
TXFB-104664,1664.54
TXFB-104665,1763.69
TXFB-104666,3002.72
TXFB-104667,1928.7
TXFB-104668,3463.32
TXFB-104669,1818.85
TXFB-104670,2448.74
TXFB-104671,651.09
TXFB-104672,2460.02
TXFB-104673,3054.28
TXFB-104674,3327.37
TXFB-104675,3491.96
TXFB-104676,1346.54
TXFB-104677,2226.11
TXFB-104678,1852.15
TXFB-104679,2191.45
TXFB-104680,972.36
TXFB-104681,3068.45
TXFB-104682,3228.71
TXFB-104683,1848.98
TXFB-104684,1341.29
TXFB-104685,922.5
TXFB-104686,2551.29
TXFB-104687,1436.7
TXFB-104688,3228.62
TXFB-104689,2513.04
TXFB-104690,2437.06
TXFB-104691,2178.21
TXFB-104692,637.33
TXFB-104693,3295.77
TXFB-104694,2285.6711960653856
TXFB-104695,3482.19
TXFB-104696,2112.07
TXFB-104697,2630.33
TXFB-104698,668.63
TXFB-104699,2395.21
TXFB-104700,2793.95
TXFB-104701,2835.54
TXFB-104702,2810.33
TXFB-104703,1178.85
TXFB-104704,3426.2
TXFB-104705,3485.55
TXFB-104706,726.79
TXFB-104707,3309.34
TXFB-104708,1368.35
TXFB-104709,2567.85
TXFB-104710,1514.33
TXFB-104711,3304.5562285727883
TXFB-104712,804.51
TXFB-104713,1993.24
TXFB-104714,1784.14
TXFB-104715,1478.07
TXFB-104716,2436.6
TXFB-104717,893.17
TXFB-104718,2649.99
TXFB-104719,3441.78
TXFB-104720,2913.68
TXFB-104721,3080.05
TXFB-104722,1578.91
TXFB-104723,1474.66
TXFB-104724,2051.15
TXFB-104725,637.18
TXFB-104726,3336.07
TXFB-104727,931.36
TXFB-104728,3209.04
TXFB-104729,750.75
TXFB-104730,2967.87
TXFB-104731,955.89
TXFB-104732,614.39
TXFB-104733,2658.47
TXFB-104734,1340.8
TXFB-104735,2643.49
TXFB-104736,2165.26
TXFB-104737,826.42
TXFB-104738,3296.39
TXFB-104739,1856.94
TXFB-104740,2703.34
TXFB-104741,2003.06
TXFB-104742,2313.08
TXFB-104743,1408.32
TXFB-104744,1087.4358290655564
TXFB-104745,2127.71
TXFB-104746,1820.66
TXFB-104747,1670.34
TXFB-104748,2517.7
TXFB-104749,2571.52
TXFB-104750,637.76
TXFB-104751,1516.23
TXFB-104752,1735.29
TXFB-104753,790.68
TXFB-104754,1207.7
TXFB-104755,654.93
TXFB-104756,3488.73
TXFB-104757,2709.67
TXFB-104758,762.35
TXFB-104759,560.75
TXFB-104760,2657.86
TXFB-104761,1817.58
TXFB-104762,2860.39
TXFB-104763,3270.43
TXFB-104764,2297.9
TXFB-104765,1061.33
TXFB-104766,2846.58
TXFB-104767,3367.44
TXFB-104768,2149.047562883272
TXFB-104769,2545.99
TXFB-104770,1512.42
TXFB-104771,1644.58
TXFB-104772,2703.96
TXFB-104773,3283.31
TXFB-104774,2386.97
TXFB-104775,2869.54
TXFB-104776,1014.91
TXFB-104777,1135.88
TXFB-104778,2096.1
TXFB-104779,1029.66
TXFB-104780,2404.99
TXFB-104781,1374.96
TXFB-104782,2874.6
TXFB-104783,2924.33
TXFB-104784,1891.36
TXFB-104785,1004.198182566336
TXFB-104786,2440.32
TXFB-104787,3478.36
TXFB-104788,2367.77
TXFB-104789,607.32
TXFB-104790,551.88
TXFB-104791,1461.09
TXFB-104792,1087.35
TXFB-104793,2939.15
TXFB-104794,3034.42
TXFB-104795,1275.86
TXFB-104796,1476.93
TXFB-104797,1208.74
TXFB-104798,3225.15
TXFB-104799,2007.95
TXFB-104800,2468.41
TXFB-104801,1746.45
TXFB-104802,2393.04
TXFB-104803,1657.57
TXFB-104804,1519.04
TXFB-104805,2403.44
TXFB-104806,2273.19
TXFB-104807,1380.58
TXFB-104808,948.05
TXFB-104809,1605.73
TXFB-104810,1745.59
TXFB-104811,2386.05
TXFB-104812,3243.59
TXFB-104813,608.55
TXFB-104814,1230.98
TXFB-104815,1081.15
TXFB-104816,2006.88
TXFB-104817,1789.1
TXFB-104818,2687.11
TXFB-104819,1227.25
TXFB-104820,2283.5
TXFB-104821,3151.57
TXFB-104822,3232.03
TXFB-104823,3376.35
TXFB-104824,2819.78
TXFB-104825,3217.96
TXFB-104826,1203.59
TXFB-104827,1092.74
TXFB-104828,519.46
TXFB-104829,2620.53
TXFB-104830,3312.4
TXFB-104831,1060.81
TXFB-104832,2410.83
TXFB-104833,2739.38
TXFB-104834,3282.84
TXFB-104835,2440.58
TXFB-104836,3410.88
TXFB-104837,1534.02
TXFB-104838,1549.79
TXFB-104839,2129.04
TXFB-104840,1650.51
TXFB-104841,504.28
TXFB-104842,2695.32
TXFB-104843,2755.15
TXFB-104844,2740.92
TXFB-104845,1535.06
TXFB-104846,2066.87
TXFB-104847,1579.92
TXFB-104848,548.11
TXFB-104849,2187.35
TXFB-104850,871.28
TXFB-104851,740.12
TXFB-104852,2766.5
TXFB-104853,528.52
TXFB-104854,3377.03
TXFB-104855,2045.77
TXFB-104856,3449.05
TXFB-104857,673.99
TXFB-104858,2250.59
TXFB-104859,1547.98
TXFB-104860,3019.545132921059
TXFB-104861,1583.67
TXFB-104862,1281.46
TXFB-104863,3072.66
TXFB-104864,1623.96
TXFB-104865,550.5
TXFB-104866,1670.87
TXFB-104867,2463.57
TXFB-104868,1263.08
TXFB-104869,1795.96
TXFB-104870,670.15
TXFB-104871,2264.28
TXFB-104872,2768.88
TXFB-104873,1739.94
TXFB-104874,1760.7
TXFB-104875,764.85
TXFB-104876,1105.82
TXFB-104877,964.03
TXFB-104878,1945.06
TXFB-104879,2087.77
TXFB-104880,3346.82
TXFB-104881,719.69
TXFB-104882,2299.6
TXFB-104883,2079.5
TXFB-104884,2048.7
TXFB-104885,3119.48
TXFB-104886,1116.62
TXFB-104887,622.32
TXFB-104888,2516.81
TXFB-104889,1535.47
TXFB-104890,552.77
TXFB-104891,1254.12
TXFB-104892,1427.98
TXFB-104893,2350.52
TXFB-104894,1017.76
TXFB-104895,1739.16
TXFB-104896,1947.43
TXFB-104897,1877.71
TXFB-104898,3421.82
TXFB-104899,636.51
TXFB-104900,3352.9
TXFB-104901,2245.81
TXFB-104902,2887.18
TXFB-104903,1791.18
TXFB-104904,1861.51
TXFB-104905,3137.98
TXFB-104906,3187.8
TXFB-104907,1216.07
TXFB-104908,1097.73
TXFB-104909,1988.71
TXFB-104910,3200.83
TXFB-104911,1467.07
TXFB-104912,2456.04
TXFB-104913,2624.46
TXFB-104914,2836.02
TXFB-104915,2191.77
TXFB-104916,1707.37
TXFB-104917,3401.05
TXFB-104918,2333.99
TXFB-104919,2685.7
TXFB-104920,1534.95
TXFB-104921,2509.85
TXFB-104922,1273.39
TXFB-104923,1235.29
TXFB-104924,2644.17
TXFB-104925,2064.18
TXFB-104926,2549.83
TXFB-104927,1308.32
TXFB-104928,2296.17
TXFB-104929,1831.8
TXFB-104930,2290.88
TXFB-104931,1372.64
TXFB-104932,2646.35
TXFB-104933,2917.79
TXFB-104934,1279.75
TXFB-104935,1401.86
TXFB-104936,2483.46
TXFB-104937,2586.76
TXFB-104938,2547.2290734231415
TXFB-104939,2548.1
TXFB-104940,1678.42
TXFB-104941,1684.56
TXFB-104942,1264.45
TXFB-104943,970.5
TXFB-104944,2577.73
TXFB-104945,779.57
TXFB-104946,3313.38
TXFB-104947,2980.06
TXFB-104948,3072.52
TXFB-104949,3220.01
TXFB-104950,1725.81
TXFB-104951,3040.1
TXFB-104952,974.18
TXFB-104953,564.93
TXFB-104954,2854.67
TXFB-104955,724.39
TXFB-104956,3465.57
TXFB-104957,2466.729161855196
TXFB-104958,2760.35
TXFB-104959,1237.41
TXFB-104960,2521.6
TXFB-104961,629.66
TXFB-104962,3013.48
TXFB-104963,1008.87
TXFB-104964,2592.07
TXFB-104965,1173.44
TXFB-104966,705.36
TXFB-104967,1944.48
TXFB-104968,1007.86
TXFB-104969,2688.33
TXFB-104970,1212.7
TXFB-104971,1527.42
TXFB-104972,2202.32
TXFB-104973,1354.9
TXFB-104974,1633.96
TXFB-104975,2946.87
TXFB-104976,1037.63
TXFB-104977,746.6
TXFB-104978,1485.07
TXFB-104979,1773.13
TXFB-104980,2127.98
TXFB-104981,1617.27
TXFB-104982,2869.74
TXFB-104983,617.96
TXFB-104984,1795.3
TXFB-104985,1646.77
TXFB-104986,2442.74
TXFB-104987,3398.83
TXFB-104988,2031.13
TXFB-104989,3460.63
TXFB-104990,1406.75
TXFB-104991,592.6
TXFB-104992,996.99
TXFB-104993,1685.37
TXFB-104994,1449.0
TXFB-104995,791.16
TXFB-104996,1797.98
TXFB-104997,1514.35
TXFB-104998,867.86
TXFB-104999,1388.35
TXFB-105000,3159.31
TXFB-200000,1406.15
TXFB-200001,2641.87
TXFB-200002,2336.14
TXFB-200003,1781.54
TXFB-200004,1217.08
TXFB-200005,1607.04
TXFB-200006,2185.0256033114024
TXFB-200007,1552.26
TXFB-200008,1144.69
TXFB-200009,849.39
TXFB-200010,3139.3
TXFB-200011,1752.7420008406204
TXFB-200012,2375.62
TXFB-200013,1971.23
TXFB-200014,3117.7
TXFB-200015,2140.8
TXFB-200016,1942.34
TXFB-200017,3273.8
TXFB-200018,2659.07
TXFB-200019,834.65
TXFB-200020,945.7366259216329
TXFB-200021,2861.37
TXFB-200022,3007.55
TXFB-200023,2135.57
TXFB-200024,2163.37
TXFB-200025,2395.8
TXFB-200026,1817.35
TXFB-200027,2540.6
TXFB-200028,825.44
TXFB-200029,3383.84
TXFB-200030,2750.46
TXFB-200031,2393.52
TXFB-200032,1448.97
TXFB-200033,982.87
TXFB-200034,1728.03
TXFB-200035,2484.73
TXFB-200036,2401.13
TXFB-200037,1647.92
TXFB-200038,2339.86
TXFB-200039,2941.24
TXFB-200040,578.85
TXFB-200041,1851.86
TXFB-200042,2775.67
TXFB-200043,2138.43
TXFB-200044,2454.43
TXFB-200045,2050.03
TXFB-200046,3475.62
TXFB-200047,663.86
TXFB-200048,1973.13
TXFB-200049,774.25
TXFB-200050,979.36
TXFB-200051,1649.12
TXFB-200052,966.62
TXFB-200053,3391.06
TXFB-200054,3340.37
TXFB-200055,1508.33
TXFB-200056,2419.24
TXFB-200057,2101.26
TXFB-200058,2946.76
TXFB-200059,2382.34
TXFB-200060,500.76
TXFB-200061,2789.52
TXFB-200062,2740.54
TXFB-200063,2029.17
TXFB-200064,3208.76
TXFB-200065,3225.34
TXFB-200066,2071.74
TXFB-200067,2323.96
TXFB-200068,3489.57
TXFB-200069,1396.46
TXFB-200070,1473.85
TXFB-200071,1048.32
TXFB-200072,3187.6
TXFB-200073,2733.47
TXFB-200074,816.93
TXFB-200075,3445.3
TXFB-200076,2692.89
TXFB-200077,3051.57
TXFB-200078,644.45
TXFB-200079,2014.88
TXFB-200080,2595.79
TXFB-200081,2128.84
TXFB-200082,2499.94
TXFB-200083,2953.62
TXFB-200084,1623.01
TXFB-200085,3046.01
TXFB-200086,988.75
TXFB-200087,1312.66
TXFB-200088,630.04
TXFB-200089,1593.28
TXFB-200090,1639.73
TXFB-200091,2915.81
TXFB-200092,2459.39
TXFB-200093,1810.17
TXFB-200094,2456.34
TXFB-200095,658.35
TXFB-200096,1040.81
TXFB-200097,2380.84
TXFB-200098,2424.1
TXFB-200099,2822.4
TXFB-200100,1709.0
TXFB-200101,2667.66
TXFB-200102,2551.94
TXFB-200103,3390.18
TXFB-200104,1145.39
TXFB-200105,2155.04
TXFB-200106,2305.29
TXFB-200107,3495.94
TXFB-200108,1103.55
TXFB-200109,2069.65
TXFB-200110,1538.56
TXFB-200111,2077.68
TXFB-200112,1196.39
TXFB-200113,642.84
TXFB-200114,2217.7
TXFB-200115,1507.56
TXFB-200116,1045.82
TXFB-200117,1471.81
TXFB-200118,647.84
TXFB-200119,3351.33
TXFB-200120,2243.44
TXFB-200121,2861.1437063880626
TXFB-200122,1769.35
TXFB-200123,3209.94
TXFB-200124,1949.95
TXFB-200125,2221.84
TXFB-200126,1975.38
TXFB-200127,2699.83
TXFB-200128,2199.97
TXFB-200129,1314.8
TXFB-200130,936.62
TXFB-200131,2318.37
TXFB-200132,1967.54
TXFB-200133,787.93
TXFB-200134,1686.85
TXFB-200135,2044.33
TXFB-200136,2980.68
TXFB-200137,728.3
TXFB-200138,1545.49
TXFB-200139,2967.97
TXFB-200140,2445.27
TXFB-200141,1369.87
TXFB-200142,3036.01
TXFB-200143,1979.88
TXFB-200144,1995.06
TXFB-200145,3429.76
TXFB-200146,3341.35
TXFB-200147,1535.4239768666262
TXFB-200148,921.74
TXFB-200149,1477.0
TXFB-200150,591.45
TXFB-200151,562.3
TXFB-200152,1686.57
TXFB-200153,3323.06
TXFB-200154,3114.07
TXFB-200155,2034.33
TXFB-200156,2195.68
TXFB-200157,517.8
TXFB-200158,1146.5
TXFB-200159,574.32
TXFB-200160,2763.62
TXFB-200161,936.94
TXFB-200162,3107.14
TXFB-200163,2429.97
TXFB-200164,1188.26
TXFB-200165,973.16
TXFB-200166,2382.87
TXFB-200167,3202.51
TXFB-200168,2655.08
TXFB-200169,1545.64
TXFB-200170,2262.15
TXFB-200171,1432.29
TXFB-200172,3497.45
TXFB-200173,2746.52
TXFB-200174,2343.14
TXFB-200175,1769.78
TXFB-200176,2354.46
TXFB-200177,1524.85
TXFB-200178,586.59
TXFB-200179,1685.27
TXFB-200180,3291.44
TXFB-200181,2378.9
TXFB-200182,751.87
TXFB-200183,3154.98
TXFB-200184,1306.62
TXFB-200185,1231.31
TXFB-200186,1391.27
TXFB-200187,2231.61
TXFB-200188,2134.06
TXFB-200189,1974.24
TXFB-200190,2652.61
TXFB-200191,1449.61
TXFB-200192,2846.19
TXFB-200193,1025.97
TXFB-200194,2847.86
TXFB-200195,2491.43
TXFB-200196,2549.62
TXFB-200197,1944.66
TXFB-200198,2501.0
TXFB-200199,739.39
TXFB-200200,3017.3099302054598
TXFB-200201,637.6052317795967
TXFB-200202,946.22
TXFB-200203,2230.37
TXFB-200204,2718.23
TXFB-200205,728.75
TXFB-200206,3262.29
TXFB-200207,3420.82
TXFB-200208,2317.85
TXFB-200209,1943.73
TXFB-200210,2724.18
TXFB-200211,1485.07
TXFB-200212,1979.79
TXFB-200213,3248.45
TXFB-200214,3366.97
TXFB-200215,3281.21
TXFB-200216,1287.34
TXFB-200217,1197.41
TXFB-200218,1303.8429927123545
TXFB-200219,1823.93
TXFB-200220,1442.5
TXFB-200221,1622.64
TXFB-200222,2361.91
TXFB-200223,2787.58
TXFB-200224,2706.67
TXFB-200225,2943.27
TXFB-200226,596.55
TXFB-200227,643.2
TXFB-200228,2868.15
TXFB-200229,2099.24
TXFB-200230,2234.42
TXFB-200231,657.76
TXFB-200232,1265.94
TXFB-200233,2415.06
TXFB-200234,3054.4289640454062
TXFB-200235,3250.95
TXFB-200236,2001.26
TXFB-200237,2136.42
TXFB-200238,2999.15
TXFB-200239,2112.87
TXFB-200240,2050.58
TXFB-200241,3215.25
TXFB-200242,2869.8
TXFB-200243,3227.22
TXFB-200244,1099.1790908569176
TXFB-200245,2073.13
TXFB-200246,3027.42
TXFB-200247,833.44
TXFB-200248,2883.99
TXFB-200249,1048.92
TXFB-200250,2924.36
TXFB-200251,2336.0
TXFB-200252,1079.71
TXFB-200253,1920.06
TXFB-200254,2545.72
TXFB-200255,2401.56
TXFB-200256,1781.74
TXFB-200257,3198.1
TXFB-200258,2057.79
TXFB-200259,2017.6
TXFB-200260,686.75
TXFB-200261,3266.36
TXFB-200262,1031.35
TXFB-200263,2085.03
TXFB-200264,2910.7
TXFB-200265,1146.36
TXFB-200266,2082.12
TXFB-200267,1222.05
TXFB-200268,2779.08
TXFB-200269,2193.02
TXFB-200270,3067.93
TXFB-200271,3183.67
TXFB-200272,2446.2
TXFB-200273,2676.17
TXFB-200274,2147.66
TXFB-200275,1597.4023550670868
TXFB-200276,2444.35
TXFB-200277,3224.87
TXFB-200278,1750.04
TXFB-200279,1443.23
TXFB-200280,1665.31
TXFB-200281,1806.19
TXFB-200282,720.68
TXFB-200283,1995.33
TXFB-200284,1982.94
TXFB-200285,2265.33
TXFB-200286,1588.46
TXFB-200287,2339.32
TXFB-200288,3134.65
TXFB-200289,3366.41
TXFB-200290,2250.84
TXFB-200291,627.77
TXFB-200292,3407.71
TXFB-200293,2617.59
TXFB-200294,1507.89
TXFB-200295,941.47
TXFB-200296,930.26
TXFB-200297,1003.23
TXFB-200298,636.72
TXFB-200299,3206.46
TXFB-200300,2122.3
TXFB-200301,2599.88
TXFB-200302,2984.33
TXFB-200303,2874.62
TXFB-200304,3147.82
TXFB-200305,3401.76
TXFB-200306,1817.21
TXFB-200307,3351.01
TXFB-200308,2669.87
TXFB-200309,712.0
TXFB-200310,2484.6653926606564
TXFB-200311,2560.15
TXFB-200312,3217.58
TXFB-200313,1618.8
TXFB-200314,2254.73
TXFB-200315,536.56
TXFB-200316,1496.23
TXFB-200317,686.73
TXFB-200318,2065.62
TXFB-200319,2952.34
TXFB-200320,1119.33
TXFB-200321,2082.32
TXFB-200322,1112.03
TXFB-200323,862.07
TXFB-200324,2032.99
TXFB-200325,737.45
TXFB-200326,2262.06
TXFB-200327,594.01
TXFB-200328,820.14
TXFB-200329,2149.99
TXFB-200330,2247.9394126221664
TXFB-200331,586.96
TXFB-200332,2220.13
TXFB-200333,3015.51
TXFB-200334,2666.95
TXFB-200335,893.56
TXFB-200336,2277.42
TXFB-200337,2516.76
TXFB-200338,611.69
TXFB-200339,3066.04
TXFB-200340,3218.8
TXFB-200341,3051.36
TXFB-200342,2973.89
TXFB-200343,2734.9
TXFB-200344,2400.3
TXFB-200345,2535.88
TXFB-200346,2919.19
TXFB-200347,2487.5
TXFB-200348,1483.18
TXFB-200349,1627.88
TXFB-200350,3191.17
TXFB-200351,551.37
TXFB-200352,2596.46
TXFB-200353,3364.33
TXFB-200354,2618.68
TXFB-200355,3481.74
TXFB-200356,2562.63
TXFB-200357,603.09
TXFB-200358,2981.03
TXFB-200359,1353.89
TXFB-200360,1838.17
TXFB-200361,1436.28
TXFB-200362,1305.66
TXFB-200363,1794.22
TXFB-200364,1636.25
TXFB-200365,2400.02
TXFB-200366,2939.45
TXFB-200367,1364.6448345710046
TXFB-200368,1141.16
TXFB-200369,2500.69
TXFB-200370,2510.96
TXFB-200371,3203.39
TXFB-200372,547.84
TXFB-200373,3059.12
TXFB-200374,2063.01
TXFB-200375,2363.91
TXFB-200376,774.11
TXFB-200377,1797.84
TXFB-200378,1181.91
TXFB-200379,1262.68
TXFB-200380,2012.29
TXFB-200381,2937.37
TXFB-200382,2731.34
TXFB-200383,2273.0
TXFB-200384,2118.25
TXFB-200385,1781.92
TXFB-200386,3418.13
TXFB-200387,2180.58
TXFB-200388,1261.9
TXFB-200389,1190.27
TXFB-200390,2334.06
TXFB-200391,2068.48
TXFB-200392,523.09
TXFB-200393,2990.2
TXFB-200394,2612.37
TXFB-200395,2485.49
